Mod Name;Author;Description;Versions;Is Latest;Latest Commit;Latest Download
Hypertus - Hyperable Hellhound Species;CanInBad;This mod requires Hypertus (if the name doesn't give it away) Replace vanilla demon/ace's hellhound with hyperable hellhound does not actually require the hellhound mod;2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/HellhoundHyperable-R1.zip
Improved Inmate Cuffs;Senriku Axon;Tired of your slaves always finding a way to slip those cuffs? Well rest easy with the new and improved Inmate cuffs. These enhanced sets of wrist and ankle cuffs have been developed to all but guarantee those pesky slaves will never get them off. Each one is modified with the patented locking system that makes the those snazzy collars from the BDCC so infamous. Available now for a limited time only at your nearest Vendomat for whopping bargain of only 6 work credits.  Seriously thou. I made these after a pesky slave was actually making progress in removing a lv 999 wrist cuffs. They are a modified pair of Iron wrist Cuffs and Iron ankle Cuffs with the Impossible to remove effect added.   You can buy them from the Vendomat for 6 creds each under the names: Improved Iron Wrist Cuffs and Improved Iron Anle Cuffs.   Why 6 credits? Because I'm feeling vindictive and want slaves to suffer as I did figuring out how to get this mod to work.  Special thanks to Brevman for inspiring me to get off my lazy butt and figure out how to make these. And to CanInBed who went out of their way to help me fix a issue that was preventing me from getting this to work.  -Edit- Slaves wearing this and chained up does not seem to work now. The game acts as if there are no restraints. Still seems to work on other npc's though. Going to need to investigate further. ;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ImprovedCuffs.zip
Race Bonus;Humoiww;This adds different buffs to different species in original game. Actually, this mod is inspired by the another excellent game called Lilith Throne where every race have their own ability. So I just simply reproduce this function in BDCC. I'm not a professional game designer, so there might be some balance issue. Feel free to DM me if you have any suggestion or bug report. And have fun Also, feel free to edit this mod structure for your own species, I'm really excited to see if there's more species with their unique abilities! owo;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/RaceBonusMod.zip
Equine Penis Barbs & Knots Edition;Avery Winters;This is a splice of Ace's Barbed Equine and Knotty Equine penis mods adding a character creation option for a barbed and knotty equine penis. All art assets are knicked from Ace's mods and restitched back together to make a bigger better penis!  Changelog: Now has skins available like the other equine options  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/BarbedandKnottedEquinePenis.png]Click for preview[/url];3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/BarbedandKnottedEquinePenis.zip
Bluespace Reality Alterator (BRA);Raznaak;-Lore: One morning, you find a small device in the engineering section of the station, with a small screen, a keyboard and a standard memory connector, with the letters "BRA" stenciled on the back. Right now it seems empty of programmed modules, but looking a bit in the pile of junk, you find a memory stick with "CaninePussy" written on it, and after plugging it and fiddling a bit with the controls, you notice that your fellow Canine prisoners suddenly all have animalistic pussies instead of humanoid ones. Surprisingly, noone seems to notice the difference but you... Are... are you able to alter reality with this device? You must find other modules, stat!  -Description: This is what I managed to hack together to make in-game options for mods possible, since having multiple versions of the same mod for different options is fucking annoying for the modders and for the users, and it's basically impossible to add custom options to the base game Options without releasing a custom build. Alone, this mod does nothing, but with mods using compatible scene files, more options are going to get added dynamically, for the users they just need to have this mod and the (future) compatible mods will add themselves to the options available (check the pictures for an example with the Canine Pussy mod). Right now only text boxes and scene buttons can be used to change mods, as I still haven't managed to include checkboxes and dropdown lists, but perhaps I'll manage one day.  For modders, check all the files in the following Canine Pussy mod to understand how to make one for your mod, I added comments to help you, and I will happily answer questions, it's both not hard and a bit finicky... What's important is using flags in your module.gd and you MUST have a [YourMod]/Scenes/ModsOptionsScenes folder with the scene inside for it to register. You don't have to name the scene as I did, but it will help with what shows in game.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/ModsOptions.png]Click for Preview[/url];3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ModsOptions.zip
Striped Clothes;Phobos;Add striped clothing: - Stockings (2 options) (only for digitigrade feet), - Long Gloves (2 options), - Panties. Sold in the laundry in the vendomat.  Changelog: - Added stockings without socks, gloves without fingers, - Stockings became narrower (I redrew them).  [b][color=red]**Warning!**[/color][/b] Old clothes will be deleted, you can save them and change the values in the save file using Notepad++: 1. Call the search (Ctrl+F), 2. Select the `Replace` tab, 3. Enter in the first line `"id": "Phobos_Striped_Stockings"` or `"id": "Phobos_Striped_Long_Gloves"` , in the bottom `"id": "Phobos_Striped_Stockings_1"`  or `"id": "Phobos_Striped_Gloves_1"` , 4. Click the `Replace All` button, 5. Repeat with other items, if any.;6;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/Striped_Clothes.zip
Body Writing (Skin);Bursa;Added as a workaround to not seeing tally marks and body writings. (Works best on humans).  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/BodyWriting.png]Click for preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/BodyWriting.zip
RaceAndHeat;Humoiww, Raznaak, Nathan_Ray;Originally I wanted to adapt the mod by the author @Humoiww to my own preferences, but thanks to a few suggestions from users who I will mention by name later and the control work of @Raznaak, I would like to pass the idea on to others. The mod aims, as by the author Humoiww, to give the individual races specific bonuses or debuffs with the addition of an additional buff for the heat state. Thanks to @Raznaak he was able to make the mod a little better so that it fits better with the base game  I really don't want any credit for the little work I did, if there are any ideas for further buffs for races and heats, I'm happy to add them  If I did anything wrong here regarding posting, please tell me and adjust it;3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/RaceAndHeat.zip
Big Boss;CanInBad;Add headgear resembling Big Boss to the director in tavi's flashback does not require PartOrientPicker and phantom of the boss  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/bigbossPreview.png]Click for Preview[/url]     ;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/HugeShareholder.zip
Hair Replacer;MakoDaShark;Replaces 4 of the hair types I dislike. Combed back is bald. Cool Hair and Long hair is Ferri hair Ponytail 2 is ponytail 1 hair.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/HairRemoval.png]Click for preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/HairRemoval.zip
The Flamehearts;Bloxborne (A.K.A Phoenix);(This Mod was made with help from 'Zko12' as a Mod Tester) & (Thanks to Plasma Serval for the Cafe Addition to my Mod!): This Mod That Adds Phoenix and her Sister with now two more quests added~ Totaling 3 normal quests and 1 quest on both paths, the path is dictated from the Transmitter Quest  Changelog: the cafe is mostly complete, aside from the coffee machine being down for the player, the player can be a waiter/waitress! Now able to serve inmates, in both ways~ For some extra money~ be careful however as you may slide into the spotlight, and cause some unwanted attention to you~ (Note the system for the fame is half working just nothing happens when getting high levels of fame... for now ,3)  This seems like a semi-final update for the cafe, a bit of it still needs to be either added or changed but for now here are the drinks that y'all have been waiting for :3 hopefully y'all enjoy them and, what's this? you get some sort of scrap after drinking the coffee? how peculiar...  Aside from that i have replied to an older post so y'all can post jump to my older version if y'all wanna try to get the secret item w/o cheating it in lol and the next update should be 0.5 :3, DM me any bugs or issues or atleast @ me so I can try to help~;8;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/TheFlameheartsV0.4.zip
Sniffing Mod;c1charge;Initial version of the sniffing fetish mod. Adds new sniffing sex category, fetishes, and sex goals. Currently, only anus sniffing is available and uses the same animations as rimming. Plans to add taint, balls, and vagina sniffing. Current descriptions are basic and subject to change, and I am not the best at writing descriptions, so if anyone wants to help out please reach out! Also special thanks to Fox2Code for his modding tools and helping out!;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/Sniffing_mod_v0.0.5.zip
Expanded Plastic Bottle;Justtry123;An upgraded plastic bottle. The special bottle lining expands, allowing it to store more than the normal plastic bottle could have otherwise. Selling price depends on the contents.  You can find it in the same place where the plastic bottle is sold at, the medical vendomatts  Future plans: May add a new sprite or icon to help differentiate this new version of the bottle. Suggestion: The mod can help with the extra fluids created from Hypertus mod.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ExpandedPlasticBottle.zip
Borzoi, Canine Head and Ears;Lucci;[i]I did it for you[/i]  Borzoi style Head and Ears customization. Found under Canine species.  • Snoot clipping in some oral animations (obviously) • Blindfolds look a bit off but there's nothing I can do about it (game limitation) [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/borzoi_preview.png]Click for Preview[/url];2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/BorzoiVer1.0.1.zip
Rue lanesra skin;Pokey<3;This is really just needed files and add ons for my 'Rue lanesra' datapack ,p;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/rueshairskin.zip
Slutwall Cuffs;Lucci;Visible cuffs for wrists/ankles when locked in the Slutwall. Chains are no longer skewered directly to flesh and bone.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SlutwallCuffs.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SlutwallCuffs.zip
Inconvenient Showers;Calumny;A small, simple mod focused on making bodywritings more inconvenient to remove. Generally makes the game harder.  A basic shower now costs 1 workcredit, and only restores stamina and removes bodyfluids. Using soap costs an extra 3 credits in order to remove bodywritings.   This mod overwrites TakingAShowerScene, so it will have compatibility problems with anything that also overwrites it...  Mod Features: • expensive ass soap.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/InconvenientShowers.zip
Intimidate;Raznaak;First quick draft of something that I wanted for a long time (and I'm sure I'm far from the only one): to remove an NPC from the game after an encounter, without needing to go through the habitual hassle. This first version is more of a proof of concept, it adds an "Intimidate" button when you talk to someone or after you defeat them (it's in the first spot for some reason, I'll check if I can put it elsewhere in a future version), and after a confirmation the NPC runs away and never is seen again.  The dialogs are practically nonexistent right now and you always succeed, but I plan to add to this mod eventually (I just wanted to share it right now for those who want something like that, then expand it as I get used with the systems I'm not yet used to):  The next versions will be taking into account your relevant reputation versus theirs (Alpha and Inmate/Staff) to make things have more or less chance to work depending on the difference, the relation between you two (an Ally wouldn't want to lose you and a Nemesis would want to take revenge, people inbetween care less), and you'd have more chance to make them flee after you've won a fight than just by talking. Perhaps even bribing or other less aggressive methods for people who don't plan to be dominant in their playthrough.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/Intimidate.png]Click for preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/Intimidate_v0.1.zip
NPC Anus Womb;Avery Winters;This adds a copy of the anus womb to the dynamic NPC generation so that approximately half the boys (any NPC without a vagina) and about a quarter of the girls (any NPC with a vagina) spawn with one Note: it shows up in character creation and I dont have time to fix it.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/NPCAnalWomb.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/NPCAnalWomb.zip
